gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4958334278	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3205	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	2	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.168Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958334215	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3238	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	4	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.158Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958334203	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3251	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	2	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.157Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958334198	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3245	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	6	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.156Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958334182	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3211	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	2	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.154Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958334144	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3283	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	6	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.148Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958334106	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3261	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	4	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.146Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958334051	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH299	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	San Joaquín		PRESENT	1	0553362c-9393-411f-bec2-116d0c343c4c	10.019006	-83.589933	5000.0										2435099	2435099	HUMAN_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.136Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958334034	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2826	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	2	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.133Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958334027	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2831	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	6	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.132Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333997	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2814	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	SBBD		PRESENT	2	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2435099	2435099	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.129Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333995	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2816	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	2	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.127Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333946	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2842	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	2	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.116Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333931	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2850	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	2	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.111Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333888	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2881	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	1	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.101Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333872	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2889	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	1	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.099Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333860	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2893	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	1	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.097Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333833	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3324	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR	SBBD		PRESENT	2	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434950	2434950	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.095Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333819	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3301	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	4	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.092Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333802	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3361	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	4	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.087Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333763	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3364	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	8	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.078Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333753	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3369	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	2	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.077Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333734	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3333	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR	SBBD		PRESENT	10	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434950	2434950	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.074Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333711	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3350	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	2	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.069Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333703	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3343	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	16	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.067Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333662	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3398	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	3	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.057Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333627	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3381	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	28	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.044Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333616	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH3376	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	8	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.038Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333560	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2907	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	2	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:43.015Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333518	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2948	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	2	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:42.993Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333480	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2931	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	4	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:42.975Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333458	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2981	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	6	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:42.965Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333445	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2987	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	8	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:42.962Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4958333431	bf2e3583-b3c3-417a-a2fe-b257bff001cc	2023ICERH2994	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	SBBD		PRESENT	4	0553362c-9393-411f-bec2-116d0c343c4c	10.025933	-83.541798	5000.0										2434982	2434982	MACHINE_OBSERVATION							CC_BY_NC_4_0		Franklin Zamora Esquivel; Jorge Leiva Navarro			2025-02-01T00:43:42.953Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
